accession	source_database	name	taxId	scientificName	length	entry_accession	entry_protein_locations
A0A9R0WA96	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	315	PF00565	173..266	
A0A9R0WBG8	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	345	PF00565	229..322	
A0A9R0WBS3	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	305	PF00565	163..256	
A0A9R0WLI3	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	107	PF00565	2..82	
A0A9R1AJL4	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	255	PF00565	115..205	
A0A9R1AJM4	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	275	PF00565	131..225	
A0A9R1CF43	unreviewed	TNase-like domain-containing protein	2011032	Cryptococcus cf. gattii	302	PF00565	148..258	
A0A9R1CYD8	unreviewed	Transcription factor	2011032	Cryptococcus cf. gattii	936	PF00565	405..515,575..677	
A0A9R1P6P3	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	588	PF00565	143..237	
A0A9R1P6R1	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	588	PF00565	143..237	
A0A9R1P7K4	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	386	PF00565	1..35	
A0A9R1Q0B1	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	589	PF00565	144..238	
A0A9R1Q2T0	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	589	PF00565	144..238	
A0A9R1Q958	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	425	PF00565	314..406	
A0A9R1QBY7	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	267	PF00565	154..248	
A0A9R1RDU0	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	407	PF00565	1..35	
A0A9R1RXY5	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	74	PF00565	2..65	
A0A9R1RYE2	unreviewed	TNase-like domain-containing protein	4567	Triticum turgidum subsp. durum	427	PF00565	314..408	
A0A9R1UE98	unreviewed	TNase-like domain-containing protein	4236	Lactuca sativa	342	PF00565	230..324	
A0A9R1UKU2	unreviewed	TNase-like domain-containing protein	4236	Lactuca sativa	305	PF00565	193..287	
A0A9R1VGP1	unreviewed	TNase-like domain-containing protein	4236	Lactuca sativa	249	PF00565	136..227	
A0A9R1VYN9	unreviewed	TNase-like domain-containing protein	4236	Lactuca sativa	88	PF00565	49..88	
A0A9R1VZJ7	unreviewed	TNase-like domain-containing protein	4236	Lactuca sativa	88	PF00565	49..87	
A0A9R1W9M4	unreviewed	TNase-like domain-containing protein	4236	Lactuca sativa	359	PF00565	247..341	
A0A9R1WM96	unreviewed	Ribonuclease	4236	Lactuca sativa	952	PF00565	39..144,266..358,404..543,604..676,820..925	
A0A9R1WMD5	unreviewed	TNase-like domain-containing protein	4236	Lactuca sativa	160	PF00565	47..138	
A0A9R1XH67	unreviewed	Ribonuclease	4236	Lactuca sativa	993	PF00565	39..144,267..359,619..716,864..969	
A0A9R1XPW1	unreviewed	TNase-like domain-containing protein	4236	Lactuca sativa	144	PF00565	92..144	
A0A9U8E704	unreviewed	Staphylococcal nuclease domain-containing protein	6526	Biomphalaria glabrata	900	PF00565	39..155,213..321,377..485,545..652	
A0A9V1FS65	unreviewed	Staphylococcal nuclease domain-containing protein	9691	Panthera pardus	910	PF00565	51..166,220..327,368..495,553..659,847..894	
A0A9W2WHW7	unreviewed	Staphylococcal nuclease domain-containing protein 1	9755	Physeter macrocephalus	400	PF00565	83..149,337..384	
A0A9W3BZ02	unreviewed	Ribonuclease	3726	Raphanus sativus	983	PF00565	44..155,275..369,415..549,612..709,858..963	
A0A9W3C2W4	unreviewed	Ribonuclease	3726	Raphanus sativus	985	PF00565	44..155,275..369,415..551,614..711,860..965	
A0A9W3C3A7	unreviewed	Ribonuclease TUDOR 2 isoform X2	3726	Raphanus sativus	842	PF00565	132..226,272..408,471..568,717..822	
A0A9W3CKY2	unreviewed	Ribonuclease	3726	Raphanus sativus	985	PF00565	43..153,274..368,414..551,614..711,856..965	
A0A9W3EEV5	unreviewed	Staphylococcal nuclease domain-containing protein	9837	Camelus bactrianus	910	PF00565	51..166,220..327,368..495,553..659,847..894	
A0A9W4GFI8	unreviewed	Probable endonuclease LCL3	1689686	Blumeria graminis f. sp. triticale	934	PF00565	255..361,400..510,568..672	
A0A9W4GGM6	unreviewed	Probable endonuclease LCL3	1689686	Blumeria graminis f. sp. triticale	258	PF00565	126..235	
A0A9W4HMB0	unreviewed	Probable endonuclease LCL3	99116	Penicillium olsonii	317	PF00565	171..288	
A0A9W4IB99	unreviewed	Probable endonuclease LCL3	1612424	Penicillium salamii	884	PF00565	199..307,344..454,512..617,780..877	
A0A9W4ILF2	unreviewed	Probable endonuclease LCL3	1612424	Penicillium salamii	271	PF00565	125..242	
A0A9W4JKN2	unreviewed	Probable endonuclease LCL3	1612424	Penicillium salamii	884	PF00565	199..307,344..454,512..617,780..877	
A0A9W4JU67	unreviewed	Probable endonuclease LCL3	1612424	Penicillium salamii	271	PF00565	125..242	
A0A9W4KB93	unreviewed	Probable endonuclease LCL3	1303716	Penicillium egyptiacum	324	PF00565	169..286	
A0A9W4KDG7	unreviewed	Probable endonuclease LCL3	1303716	Penicillium egyptiacum	887	PF00565	200..308,345..456,513..618,783..880	
A0A9W4N5F9	unreviewed	Probable endonuclease LCL3	1612424	Penicillium salamii	884	PF00565	199..307,344..454,512..617,780..877	
A0A9W4N5L5	unreviewed	Probable endonuclease LCL3	99116	Penicillium olsonii	884	PF00565	199..307,344..454,512..617,780..877	
A0A9W4NX90	unreviewed	Probable endonuclease LCL3	1612424	Penicillium salamii	271	PF00565	125..242	
A0A9W4RSR1	unreviewed	Probable endonuclease LCL3	2664923	Colletotrichum noveboracense	277	PF00565	124..233	
A0A9W4S1C3	unreviewed	Probable endonuclease LCL3	2664923	Colletotrichum noveboracense	887	PF00565	31..141,198..306,344..454,512..616	
A0A9W4SP71	unreviewed	Staphylococcal nuclease domain-containing protein	1117311	Funneliformis geosporum	870	PF00565	34..142,199..309,348..456,516..620,764..860	
A0A9W4TV98	unreviewed	Probable endonuclease LCL3	1227364	Candida verbasci	235	PF00565	108..218	
A0A9W4XBL5	unreviewed	Endonuclease LCL3	1227364	Candida verbasci	881	PF00565	46..126,328..446,524..609,777..868	
A0A9W4XR30	unreviewed	Probable endonuclease LCL3	1303443	Periconia digitata	883	PF00565	197..307,345..455,513..618	
A0A9W4XSW1	unreviewed	Probable endonuclease LCL3	1303443	Periconia digitata	270	PF00565	127..236	
A0A9W5YNF0	unreviewed	Probable endonuclease LCL3	319629	Aspergillus brasiliensis	883	PF00565	201..306,345..455,513..618,780..876	
A0A9W6A8Q4	unreviewed	Probable endonuclease LCL3	5061	Aspergillus niger	275	PF00565	129..246	
A0A9W6BIG2	unreviewed	TNase-like domain-containing protein	330485	Pleodorina starrii	297	PF00565	90..196	
A0A9W6DRR1	unreviewed	Probable endonuclease LCL3	319629	Aspergillus brasiliensis	276	PF00565	130..247	
A0A9W6F678	unreviewed	TNase-like domain-containing protein	330485	Pleodorina starrii	757	PF00565	36..145,256..374,415..538,604..722	
A0A9W6SZB1	unreviewed	Endonuclease LCL3	5477	Candida boidinii	891	PF00565	33..130,188..293,347..461,529..620	
A0A9W6X214	unreviewed	Unnamed protein product	2077276	Phytophthora lilii	789	PF00565	74..188,230..356,418..537,684..777	
A0A9W6XZ95	unreviewed	Unnamed protein product	1490495	Phytophthora fragariaefolia	924	PF00565	34..147,204..323,365..491,553..672,819..912	
A0A9W6YKW0	unreviewed	Endonuclease LCL3	43982	Ambrosiozyma monospora	868	PF00565	34..133,187..292,340..448,518..608	
A0A9W6YR47	unreviewed	Probable endonuclease LCL3	43982	Ambrosiozyma monospora	231	PF00565	104..212	
A0A9W7ALY4	unreviewed	TNase-like domain-containing protein	1714386	Triparma laevis f. inornata	778	PF00565	253..355,398..517,581..684	
A0A9W7DKI2	unreviewed	Uncharacterized protein	2557542	Triparma retinervis	807	PF00565	211..312,355..469,698..792	
A0A9W7ELI1	unreviewed	TNase-like domain-containing protein	1606541	Triparma strigata	936	PF00565	247..349,392..511,572..678	
A0A9W7F959	unreviewed	TNase-like domain-containing protein	1714387	Triparma laevis f. longispina	941	PF00565	253..355,398..517,581..684,852..926	
A0A9W7FHV5	unreviewed	TNase-like domain-containing protein	1606542	Triparma verrucosa	936	PF00565	247..349,392..511,572..678	
A0A9W7GAB0	unreviewed	Uncharacterized protein	722753	Triparma columacea	893	PF00565	211..312,355..469,529..635,783..878	
A0A9W7H7X3	unreviewed	TNase-like domain-containing protein	183268	Hibiscus trionum	327	PF00565	215..309	
A0A9W7I1I8	unreviewed	TNase-like domain-containing protein	183268	Hibiscus trionum	334	PF00565	222..317	
A0A9W7IYI1	unreviewed	Ribonuclease	183268	Hibiscus trionum	999	PF00565	43..152,274..366,619..717,867..971	
A0A9W7J0U0	unreviewed	Ribonuclease	183268	Hibiscus trionum	994	PF00565	43..151,273..365,618..716,866..970	
A0A9W7LJQ4	unreviewed	Ribonuclease	183268	Hibiscus trionum	999	PF00565	43..152,273..366,619..717,866..971	
A0A9W7MGY6	unreviewed	Ribonuclease	183268	Hibiscus trionum	996	PF00565	43..151,275..367,620..718,867..972	
A0A9W7SJC4	unreviewed	Probable endonuclease LCL3	418781	Teratosphaeria destructans	298	PF00565	147..257	
A0A9W7T756	unreviewed	Staphylococcal nuclease domain-containing protein 1	992332	Triplophysa rosa	353	PF00565	37..102	
A0A9W7T932	unreviewed	TNase-like domain-containing protein	992332	Triplophysa rosa	239	PF00565	22..80	
A0A9W7TUT2	unreviewed	TNase-like domain-containing protein	992332	Triplophysa rosa	152	PF00565	62..120	
A0A9W7W1F2	unreviewed	Probable endonuclease LCL3	418781	Teratosphaeria destructans	835	PF00565	159..266,308..418,476..581,727..827	
A0A9W7XHY9	unreviewed	BHLH domain-containing protein	1052880	Coemansia asiatica	600	PF00565	474..582	
A0A9W7XVQ8	unreviewed	Uncharacterized protein	147472	Coemansia erecta	931	PF00565	38..152,210..315,365..471,532..646	
A0A9W7Y722	unreviewed	TNase-like domain-containing protein	1286918	Coemansia biformis	239	PF00565	114..223	
A0A9W7YCR4	unreviewed	Transcription factor	1286918	Coemansia biformis	894	PF00565	32..149,206..318,358..465,526..631	
A0A9W7YTB0	unreviewed	TNase-like domain-containing protein	2849845	Coemansia sp. RSA 1591	225	PF00565	102..209	
A0A9W7Z5Q3	unreviewed	Endonuclease LCL3	2849861	Coemansia sp. RSA 638	900	PF00565	37..154,211..323,363..470,530..635	
A0A9W7Z8T7	unreviewed	TNase-like domain-containing protein	2849861	Coemansia sp. RSA 638	228	PF00565	104..212	
A0A9W7ZM65	unreviewed	TNase-like domain-containing protein	78921	Tieghemiomyces parasiticus	80	PF00565	1..60	
A0A9W8AAY2	unreviewed	Staphylococcal nuclease domain-containing protein	78921	Tieghemiomyces parasiticus	963	PF00565	35..145,211..319,359..467,527..633	
A0A9W8ABH5	unreviewed	Uncharacterized protein	78921	Tieghemiomyces parasiticus	963	PF00565	35..145,211..319,359..467,527..633	
A0A9W8AUE9	unreviewed	TNase-like domain-containing protein	1520584	Dispira parvispora	108	PF00565	7..108	
A0A9W8B4Z1	unreviewed	TNase-like domain-containing protein	2761393	Dimargaris verticillata	280	PF00565	148..258	
A0A9W8CK54	unreviewed	Uncharacterized protein	1052880	Coemansia asiatica	917	PF00565	38..153,209..313,361..468,528..632	
A0A9W8CQF0	unreviewed	BHLH domain-containing protein	147472	Coemansia erecta	589	PF00565	462..570	
A0A9W8D2U5	unreviewed	TNase-like domain-containing protein	2849845	Coemansia sp. RSA 1591	401	PF00565	45..152,212..317	
A0A9W8DFZ6	unreviewed	TNase-like domain-containing protein	2849863	Coemansia sp. RSA 990	228	PF00565	104..213	
A0A9W8DIB8	unreviewed	Endonuclease LCL3	2849863	Coemansia sp. RSA 990	901	PF00565	38..155,212..324,364..471,532..637	
A0A9W8DM06	unreviewed	TNase-like domain-containing protein	78921	Tieghemiomyces parasiticus	247	PF00565	168..227	
A0A9W8DPW7	unreviewed	TNase-like domain-containing protein	417184	Mycoemilia scoparia	251	PF00565	119..230	
A0A9W8E4R7	unreviewed	Staphylococcal nuclease domain-containing protein	1520584	Dispira parvispora	928	PF00565	35..146,212..321,361..469,529..635	
A0A9W8EDK3	unreviewed	Uncharacterized protein	2663907	Coemansia thaxteri	862	PF00565	30..144,495..594	
A0A9W8EF93	unreviewed	Transcription factor	2761393	Dimargaris verticillata	950	PF00565	34..157,224..332,372..480,540..645	
A0A9W8EGQ9	unreviewed	TNase-like domain-containing protein	2663907	Coemansia thaxteri	57	PF00565	1..39	
A0A9W8EWZ8	unreviewed	Uncharacterized protein	2789314	Coemansia sp. RSA 564	900	PF00565	37..154,211..323,363..470,530..635	
A0A9W8F9Y7	unreviewed	Transcription factor	2789361	Coemansia sp. RSA 2050	887	PF00565	35..154,210..310,349..456,516..620	
A0A9W8G1I5	unreviewed	TNase-like domain-containing protein	417178	Coemansia spiralis	240	PF00565	114..223	
A0A9W8GA75	unreviewed	Micrococcal nuclease	417178	Coemansia spiralis	1820	PF00565	944..1061,1118..1232,1273..1380,1440..1546	
A0A9W8GKA0	unreviewed	Uncharacterized protein	417178	Coemansia spiralis	892	PF00565	35..154,210..310,349..456,516..625	
A0A9W8GQ95	unreviewed	TNase-like domain-containing protein	417178	Coemansia spiralis	201	PF00565	75..183	
A0A9W8GSY3	unreviewed	Uncharacterized protein	1052879	Coemansia pectinata	888	PF00565	35..154,211..310,348..455,515..621	
A0A9W8H7Z1	unreviewed	TNase-like domain-containing protein	1126814	Coemansia interrupta	189	PF00565	62..170	
A0A9W8HA66	unreviewed	TNase-like domain-containing protein	2761396	Coemansia javaensis	236	PF00565	110..219	
A0A9W8HB03	unreviewed	Uncharacterized protein	2761396	Coemansia javaensis	902	PF00565	37..154,226..323,365..471,540..636	
A0A9W8I486	unreviewed	Staphylococcal nuclease domain-containing protein 1	2761395	Coemansia guatemalensis	1269	PF00565	433..548,604..706,742..843,903..1009	
A0A9W8IF62	unreviewed	TNase-like domain-containing protein	417176	Coemansia aciculifera	227	PF00565	101..209	
A0A9W8IHJ5	unreviewed	Uncharacterized protein	417176	Coemansia aciculifera	888	PF00565	35..154,211..310,515..621	
A0A9W8J503	unreviewed	Transcription factor	2828524	Candolleomyces eurysporus	903	PF00565	35..141,194..316,367..476,537..643	
A0A9W8K7A3	unreviewed	TNase-like domain-containing protein	2789314	Coemansia sp. RSA 564	225	PF00565	102..209	
A0A9W8KE16	unreviewed	TNase-like domain-containing protein	2789361	Coemansia sp. RSA 2050	189	PF00565	63..171	
A0A9W8KNA6	unreviewed	Transcription factor	2789316	Coemansia sp. RSA 1813	913	PF00565	37..154,212..323,364..471,531..636	
A0A9W8KNX1	unreviewed	TNase-like domain-containing protein	2789316	Coemansia sp. RSA 1813	191	PF00565	65..174	
A0A9W8L8J0	unreviewed	TNase-like domain-containing protein	1052879	Coemansia pectinata	227	PF00565	101..209	
A0A9W8LS18	unreviewed	TNase-like domain-containing protein	2761395	Coemansia guatemalensis	191	PF00565	66..175	
A0A9W8LY04	unreviewed	TNase-like domain-containing protein	2650707	Coemansia brasiliensis	232	PF00565	108..217	
A0A9W8M0N9	unreviewed	Uncharacterized protein	2650707	Coemansia brasiliensis	901	PF00565	38..155,212..325,364..471,532..636	
A0A9W8N0J1	unreviewed	Transcription factor	84603	Agrocybe chaxingu	727	PF00565	46..168,219..328,389..477	
A0A9W8N9G1	unreviewed	Probable endonuclease LCL3	114810	Xylaria arbuscula	882	PF00565	32..141,197..303,342..452,510..615	
A0A9W8NE05	unreviewed	Probable endonuclease LCL3	114810	Xylaria arbuscula	265	PF00565	131..239	
A0A9W8P804	unreviewed	Transcription factor	2804962	Lentinula detonsa	902	PF00565	35..141,199..322,370..479,540..646	
A0A9W8PJC0	unreviewed	Probable endonuclease LCL3	2494466	Fusarium irregulare	271	PF00565	138..247	
A0A9W8Q3V9	unreviewed	Probable endonuclease LCL3	2231603	Akanthomyces muscarius	260	PF00565	129..238	
A0A9W8RDN3	unreviewed	Probable endonuclease LCL3	195108	Fusarium falciforme	885	PF00565	32..139,198..304,342..452,510..615	
A0A9W8RRB8	unreviewed	Probable endonuclease LCL3	1237075	Fusarium torreyae	265	PF00565	131..241	
A0A9W8S487	unreviewed	Probable endonuclease LCL3	1237075	Fusarium torreyae	885	PF00565	32..139,198..304,342..452,510..615	
A0A9W8TWH7	unreviewed	TNase-like domain-containing protein	2804962	Lentinula detonsa	279	PF00565	117..232	
A0A9W8UDB5	unreviewed	Probable endonuclease LCL3	2494466	Fusarium irregulare	885	PF00565	32..139,198..304,342..452,510..615	
A0A9W8UJE6	unreviewed	Probable endonuclease LCL3	2231603	Akanthomyces muscarius	883	PF00565	32..141,198..304,341..451,509..614	
A0A9W8V860	unreviewed	Probable endonuclease LCL3	195108	Fusarium falciforme	267	PF00565	133..242	
A0A9W8W997	unreviewed	Probable endonuclease LCL3	1435070	Fusarium piperis	885	PF00565	32..139,198..304,342..452,510..615	
A0A9W8WAU8	unreviewed	Probable endonuclease LCL3	1435070	Fusarium piperis	592	PF00565	457..566	
A0A9W8X5E8	unreviewed	Probable endonuclease LCL3	749621	Didymella glomerata	885	PF00565	199..309,347..457,515..620	
A0A9W8X8W4	unreviewed	Probable endonuclease LCL3	749621	Didymella glomerata	271	PF00565	127..237	
A0A9W8XP42	unreviewed	Probable endonuclease LCL3	1932322	Didymosphaeria variabile	883	PF00565	197..306,345..455,513..618	
A0A9W8YAG2	unreviewed	Probable endonuclease LCL3	798079	Neocucurbitaria cava	271	PF00565	127..236	
A0A9W8YFN0	unreviewed	Probable endonuclease LCL3	798079	Neocucurbitaria cava	884	PF00565	198..308,346..457,514..619	
A0A9W8Z3A4	unreviewed	Probable endonuclease LCL3	1191159	Gnomoniopsis smithogilvyi	579	PF00565	423..535	
A0A9W8ZHL4	unreviewed	Probable endonuclease LCL3	749634	Didymella pomorum	271	PF00565	127..237	
A0A9W8ZPM7	unreviewed	Probable endonuclease LCL3	749634	Didymella pomorum	885	PF00565	199..309,347..457,515..620	
A0A9W9AEK6	unreviewed	TNase-like domain-containing protein	153920	Lentinula aciculospora	268	PF00565	108..223	
A0A9W9AIJ9	unreviewed	Transcription factor	153920	Lentinula aciculospora	902	PF00565	35..141,199..322,370..479,540..646	
A0A9W9AJF5	unreviewed	TNase-like domain-containing protein	40482	Lentinula lateritia	282	PF00565	118..233	
A0A9W9C6S0	unreviewed	Probable endonuclease LCL3	1932322	Didymosphaeria variabile	274	PF00565	129..238	
A0A9W9CU43	unreviewed	Probable endonuclease LCL3	1191159	Gnomoniopsis smithogilvyi	884	PF00565	34..143,200..306,343..453,511..616	
A0A9W9DFJ4	unreviewed	Transcription factor	40482	Lentinula lateritia	901	PF00565	35..141,199..322,370..479,540..646	
A0A9W9E526	unreviewed	Probable endonuclease LCL3	2034170	Trichoderma breve	884	PF00565	33..141,199..304,342..452,510..615,774..877	
A0A9W9E918	unreviewed	Probable endonuclease LCL3	2034170	Trichoderma breve	264	PF00565	131..240	
A0A9W9EQD2	unreviewed	Probable endonuclease LCL3	1131581	Penicillium argentinense	245	PF00565	171..230	
A0A9W9FQK0	unreviewed	Probable endonuclease LCL3	1506179	Penicillium alfredii	1054	PF00565	369..475,514..624,682..787,953..1047	
A0A9W9GBI6	unreviewed	Probable endonuclease LCL3	1506179	Penicillium alfredii	279	PF00565	135..247	
A0A9W9HVB2	unreviewed	Probable endonuclease LCL3	189055	Penicillium canariense	288	PF00565	139..256	
A0A9W9IG36	unreviewed	Probable endonuclease LCL3	189055	Penicillium canariense	1027	PF00565	343..449,488..598,656..761,924..1020	
A0A9W9ILD2	unreviewed	Probable endonuclease LCL3	69766	Penicillium capsulatum	284	PF00565	136..253	
A0A9W9IQ97	unreviewed	Probable endonuclease LCL3	2972120	Penicillium cf. griseofulvum	887	PF00565	200..308,345..456,513..618,783..880	
A0A9W9IQU3	unreviewed	Probable endonuclease LCL3	69766	Penicillium capsulatum	1010	PF00565	325..432,471..581,639..744,915..1003	
A0A9W9IZQ8	unreviewed	Probable endonuclease LCL3	2972119	Penicillium cf. viridicatum	288	PF00565	133..250	
A0A9W9JLY2	unreviewed	Probable endonuclease LCL3	2972119	Penicillium cf. viridicatum	887	PF00565	199..308,345..456,513..618,783..880	
A0A9W9KBJ4	unreviewed	Probable endonuclease LCL3	1131581	Penicillium argentinense	1060	PF00565	380..486,525..635,694..792,1003..1053	
